tweet_id_customer,text_customer,tweet_id_uber,text_uber
1939179,So @115873  has me waiting on a driver for 15 minutes before he cancels on me AND Now im in another car  that totally smells of body odor 🙄,1939178,"@576828 Here to help! Send us a note here, https://t.co/K05RdmK3t4, and our team will follow up."
1939249,@115873 @Uber_Support why are you so sloppy and pathetic with refunds these days? its been a month of back and forth and still pending!,1939248,@567704 Sorry to hear about the trouble! A member of our team will follow up with you soon. Reply in-app or by e-mail. Thanks for your patience.
1485196,@Uber_Support Check DM,1939259,"@441553 We've replied via DM, please follow up there."
1939263,@115873 awesome kicking my girlfriend out not even close their location and having to get another ride!!!! #uber #lyft @AskLyft,1939262,"@576853 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/balq3Eyso6"
1939285,@Uber_Support can u please explain a 2.5 x increase in a fare??  An $18 fare ended up being $47 for my teen son and his friends,1939283,"@576859 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/balq3Eyso6"
1939474,.@118730 @34662 Are there any special car purchasing (not leasing) deals with car dealerships in Canada? Thanks.,1939472,@576911 Thanks for reaching out! Uber is no longer offering vehicle discounts with auto manufacturers or dealerships.
1939632,"@Uber_Support I’ve done that, when will I get a response as the driver has blatantly charged the wrong person",1939631,@551780 We can definitely take a look. Can you please send us a DM with your email address? From there we'll be able to assist further.
1939634,"@Uber_Support why was I charged £110 for a £24 trip staying cleaning fee, there was nothing wrong with the taxi when we left it",1939633,@551780 Hi there! Please send us a note at https://t.co/QsI1vsvcif and we'll be happy to look into this for you.
1939659,@Uber_Support Thanks!!! Will I get a response via the Uber app or here? Ty,1939661,"@576952 We'll be following up via the app, Rob. Please be sure to keep an eye out for our response!"
1939660,"@Uber_Support Hi, my gift card balance is no longer popping up in the apps (Uber and UberEATS). Could I get help with this?",1939658,@576952 Hi there! We see your outreach via in-app. It seems that a member of our team is currently reviewing your email and will connect shortly.
1939762,So @115877 has taken over a day for me to get one measly hamburger. It has STILL not sent the order though. 🦑,1939761,@576980 We've received your in app support message and will be following up with you there. We'll direct all conversation there moving forward.
1939764,@116288 @Uber_Support a/c 9820612820:This what I got when tried paying again https://t.co/mPNC7iGNbw,1939763,@446625 We recommend not posting your account info to the public. Our team has followed up with you appropriately through your support inquiry.
1939838,"@Uber_Support hi, my partner was charged £128 for a journey from shoreditch to Fulham last night? Very confused and extremely annoyed! Help",1939837,"@576991 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/balq3Eyso6."
1939978,@577030 @Uber_Support please refund my friend!! this is ridiculous we will NEVER use again 😠,1939977,"@577029 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/1xM0TILvAI"
1940106,@Uber_Support This is not for 1st time ... This month It happened with me atleast for 2-3 times .,1940105,"@577059 We just followed up via your in-app support. Please check your messages in the ""Help"" section of your app for further assistance."
1940110,"No response from @119983 , zero value to costomer from #uber ?? #Disgusting #saynotouber 
@115873 https://t.co/bUfFY5No25",1940109,"@577059 Happy to further assist you. Can you please send us your email address, and additional details regarding with your concern."
1940128,@Uber_Support What terms and conditions I failed to comply with that my account had to be disabled?,1940130,"@577065 Hey, Rohit. Our responses can be found both in-app via the Help tab and within the email address associated with your account."
1940128,@Uber_Support What terms and conditions I failed to comply with that my account had to be disabled?,1940131,"@577065 Hey, Rohit. We followed up with you via your email addressing these concerns, we will not be able to discuss this over social."
1940129,@115873 @Uber_Support this is what I get. What are those terms and conditions and eligibility. Lol. Seriously? Am I really dying to ride? https://t.co/dh3YsF678R,1940127,"@577065 Hello, Rohit. Our team has followed up with you via email regarding this matter. Let us know if you have any other questions or concerns."
1940160,@Uber_Support I respect your offer but it’s too many times now. Too often you drop my trips without any warning &amp; drivers don’t know where they’re going!!,1940159,"@577071 Hey there, Stephen! Your frustrations are totally warranted; we're so sorry to hear these are repeating issues. If you DM us, we can help."
1940163,"It’s official, @115873 are awful. Good concept but horrendous customer service!",1940162,@577071 We're here to help! Please send us a DM with your email address so we can take a closer look.
1940374,@Uber_Support My number is 9790764474 which is registered with Uber..Your link asking password but for sure i am registered with mobile number+ sms code,1940373,"@577123 Thanks for providing us with your account information, Ramanath. Our team has followed up with you via email regarding this matter."
1940376,@115873 First time used.. Unsatisfied.. No transparency on price..while booking it was INR279 but when finished ride taken INR 453..🤔🤔🤐🤐,1940375,@577123 We're here to help! Send us a note via https://t.co/6IqAxVj2X4 so our team can assist.
1940489,Had to order 2 brand new credit cards because both of my credit card numbers got stolen through the @115873 app #notsafe #easilyhackable,1940488,"@577146 Hey, Sloane! We're still very sorry to hear about the trouble with your account, and we absolutely want to resolve this issue. We'll DM you."
1940903,@Uber_Support All ready been intouch with no joy,1940902,"@577211 Hello, Steve. If you could please DM us with the email address linked to your Uber account, we can connect. https://t.co/sd7yH5jmbJ"
1941072,@Uber_Support Is this acceptable... https://t.co/4iwh623XG8,1941071,"@577255 Hello, Lois. If you could please DM us with the email address linked to your Uber account, we can connect. https://t.co/sd7yH5jmbJ"
1941074,@115873 your customer services is absolutely diabolical arguing with me when you owe me money from one of your drivers continuing after my drop off 1.6 miles but it’s only a tiny amount so you can’t issue a refund funny that imagine if I owed you for 1.6 miles would that be ok?,1941073,@577255 We're so sorry about that! Please send us a DM with your email address with details so we can connect.
1941207,"@115873 Personally, my split has been about 57% for me at the end of the night. It just seems like an awfully low percentage for the driver.",1941206,"@577297 Thanks for getting back to us with that info, Patrick. Please DM us the date and time of this trip so we can give this a closer look."
1941490,@Uber_Support how can I contact you about a food order that has taken over an hour? No number or email,1941489,"@577362 Hello, Sophia. To get in touch about an order that's taking longer than expected, please call your local UberEATs support phone line in-app."
1941532,"Instead of resolving the issue they just keep writing back same terms and bullshit. @Uber_Support 
Use to be a big fan of #Uber but u suck. https://t.co/eX8xctELSU",1941531,"@577370 Sorry to hear that, Kamran! Please DM us some additional details of your concern so we can connect with you. https://t.co/sd7yH5jmbJ"
1941582,@115873 @uber_support what is happening here?  Why can’t you communicate changes effectively? https://t.co/YnjWoGmXFz,1941581,"@272963 Thanks for reaching out and providing feedback, Damon.  We'll pass this along to the appropriate team so they can take a look into this."
1941693,@Uber_Support still no contact after following instructions this is shoddy customer care I wonder how many jus give up @577419 https://t.co/VvLNzPpwoq,1941692,"@577418 Happy to help! However, as mentioned, we can not find any support outreaches or an account with the information you've provided."
1941693,@Uber_Support still no contact after following instructions this is shoddy customer care I wonder how many jus give up @577419 https://t.co/VvLNzPpwoq,1941694,@577418 Please have the account holder that requested this trip reach out here: https://t.co/zUe0dj6yoX
1942502,@Uber_Support This is the worst experience I have ever had with any company. To keep being told the same thing over and over when it's completely wrong,1942504,@188804 We've responded to your DM.
1942503,@Uber_Support It's an absolute joke how bad the customer service is.... I'm at square one and  Going nowhere,1942501,"@188804 We just followed up via your in-app support. Please check your messages in the ""Help"" section of your app for further assistance."
1942506,@Uber_Support I sent it before your reply... I know I won't get a response as fast as you did...  How do you not have a customer service number,1942505,"@188804 We've followed up with your DM, Eric. Please check your inbox for updates! Thanks."
1942508,@115873 what horrible customer service... No phone line and no way of knowing if they got the message,1942507,@188804 Here to help! Can you please send us a DM with your email address and details so we can connect?
1942636,"@Uber_Support hi my friend left her phone in an uber in nyc. No way for her to contact driver. Find iPhone working, phone in queens.",1942635,"@577627 Due to our privacy policy, we will have to speak directly to the account holder. Please have her contact us via https://t.co/balq3Eyso6"
1942652,"@115873 sends me all of their surveys, but @Uber_Support never gets better. Use the app everyday, when there is a problem, help is a nightmare",1942651,@577634 Hi Jack! We're sorry to hear this was your experience. Send us a note here via https://t.co/QDn91HzZV0 so we can take a closer look.
1942821,"@Uber_Support My daughter may have left laptop in Sacramento, CA Uber about a month ago. Don't know the trip. Is there a place to check?",1942820,"@577676 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/balq3Eyso6"
1942960,@Uber_Support completed form again and sent https://t.co/WYIRhTNN3H,1942959,@577418 Perfect! Please DM us the email that you used to contact us so we can follow up. We don't see anything from the email previously provided.
1943021,@Uber_Support About 7:30 9th &amp; willow hoboken Black uber car with NY plates speeding wasn’t  stopping at sign nearly hit me gave me the finger 4 scream,1943020,@376243 We want to follow up right away. Send us a message via  https://t.co/sKZsBXPxp7. A member o four team will follow up as soon as possible.
1943023,@115873 you might want to tell your drivers stop signs apply to them too @96524 @96525,1943022,@376243 Here to help! Send us a note here https://t.co/fS660rQ8NQ and our team will be in touch.
1943261,"@Uber_Support Yeah, I read that 3 days ago and you didn't solve the problem. That's why I still need your help. This whole week has been stressful as hell",1943263,"@301337 To protect your account information, we're unable to assist with this over Twitter. Reach out via in-app support for additional assistance."
1943262,@Uber_Support Haven't received any emails from you?,1943260,"@301337 Apologies for the confusion, it appears you contacted us via in app support. Our messages will be sent there, please check your ""help"" tab."
1943266,"@Uber_Support my PayPal account is definitely verified, but still can't add it? Credit card too. I need to use Uber at 5am tomorrow - help?",1943265,"@301337 Hey, Jordan. A member of our team has been in touch via email, so please check your inbox and follow up there directly."
1943384,@Uber_Support Please send your support email id.,1943383,"@577804 If you'd like to reach out to us via email, please contact us using the link previously provided. We'll follow up via email. Thanks!"
1943386,@Uber_Support Really bad experience with uber. Driver did not pick up. Was charged more for next ride than the shown fare. Lyft is better.,1943385,@577804 Here to help! Send us a message here; https://t.co/e8HVorX5rh so we can assist.
1943620,.@115873  this is your response to my complaint about the driver canceling on me. This is inadequate. He canceled bc I use a #wheelchair https://t.co/VlH52Fa8M7,1943619,"@577853 This is definitely not okay, Sarah. We've located your in-app support inquiry and a member of our team will be following up ASAP."
1943803,"@115873 my brother left his phone in the car. Just got dropped off by Tallie in Ronkonkoma, NY on Long Island. How can he get in touch?!?",1943801,"@577900 Thanks for reaching out, Meghan. Please have your brother send us a note using https://t.co/Sy2fWIhhC2 so we can look into this for him."
1944022,@115873 3 cancelled drivers in a row. Get your shit together! Do passengers get to collect a late fee? Been waiting 15 mins for a ride! 😡,1944021,"@577943 We're sorry to hear you're having trouble, David. Sign in and visit us at https://t.co/593jusCquh so we can address your feedback."
1944056,"@115877 y’all cheesed me outa 40 on this 1.7, I’m seeing red🗣",1944055,"@577951 Sorry to hear about the troubles, Manny. Please DM us the email address linked to your Uber account and some more details about your order."
1944071,@115873 service is getting worse day by day. With too many drivers declining and online tracking is mostly a miss than a hit. Real shame,1944069,"@577954 Sorry to hear about the troubles, Suchit. Please send us a note at https://t.co/s9SVm2cb9K so we can look into this for you."
1944089,"@Uber_Support hi uber , the driver took a wrong turn and charged extra for the miles he covered , can you help ?",1944087,@205652 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.
1944106,@Uber_Support I have been trying for hours to no avail. This is so frustrating!!,1944108,"@577960 We genuinely empathize with your frustrations, Teresa! We definitely want to address your account concern ASAP. Please refer to our DM."
1944109,"@Uber_Support Sweet Uber Twitter person, I have!!! In 8.5 hours, all I have gotten is a disabled account and frustration.",1944110,"@577960 You're entitled to be upset, Teresa. Please know, we do respond to inquiries in the order of receipt. We'll be following up via DM soon."
1944111,@Uber_Support 30 minutes on twitter and it’s fixed!!!! Thank you!!!!💗💗💗,1944112,"@577960 Awesome, Teresa! We're so happy to hear that. If we can assist you with anything else, don't hesitate to let us know; we'd love to help."
1944107,"@115873 my account was hacked, couldn’t send a report via email, my account was disabled. 8.5 hours, no customer support help. 😥",1944105,"@577960 We absolutely want to investigate the issue with your account, Teresa! A member of our team will be in touch via DM momentarily to help."
1944151,@Uber_Support @577971 Dm'd you,1944150,@577970 We want to follow up right away. Please reach out to https://t.co/zUe0djo9gv and fill out the 4 boxes at the bottom so we can get in touch.
1944153,Alright ive officially switched to @115879. @115873 customer service is like emailing a wall,1944152,@577971 We're here to help! Send us a DM with your email address and more details so we can follow up.
1944168,"@115873 @Uber_Support,can there b auto cancellation if pool co-riders dont adhere 2 time limit/respect others time.Drivers hesitant to do it .",1944167,"@464957 Absolutely, Sunil! For more information on this, click here; https://t.co/UBD8KqwBE3. Feel free to reach out with any further questions."
1944203,I lost my uber promo code ..can you pls provide @Uber_Support,1944201,@577987 Not at the moment! But you can always share your referral code with friends so you can rack up free rides when they sign up.
1944223,@97047 urgently need to your executive complaints people. I have tried to communicate a grave problem using the help section on Uber app,1944222,"@425389 Hey there, Smylie! We definitely want to help you. Please DM us your email address + details of your concern so we can assist accordingly."
1944320,@Uber_Support It's both Uber and Ola..it's repeated with me many time.. and booking auto became comfortable for me  than u guys,1944318,"@578014 Sorry to hear about this, Anil. Please reach out if you have any future issues requesting a ride in an area that Uber services."
1944324,"Dear @1143 @115873 -whenever I try to take ur Service either u say  ""Sorry not available"" or U  ""show  hiked price due to demand! "" Whyyy??",1944321,@578014 Here to help! Please send us a DM with your email address and more info regarding your concern so we can assist.
1944346,My Uber driver literally sped past the exit then cut off a cop to catch the next exit. How tf did he not get pulled over....,1944345,@578023 We want to follow up with you. Send us a message via  https://t.co/mUI74jyaJw. A member of our team will follow up as soon as possible.
1944440,@115877 failed 😏😒😔😔😟 https://t.co/8RpGQgCEwG,1944438,@249175 Hi there! We're here to help. Can you please provide specific details of your concern? From there we'll be able to assist further.
1944455,friend lost his cell phone in an Uber and the driver was going to stop by and drop it off but isn’t picking up the phone now? @115873 #yeg,1944454,"@578050 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/IYZIHnGCtx."
1944571,"@Uber_Support Any news here? Still can't book. I'm in Singapore, it's incredibly frustrating.",1944572,"@578075 Thanks for following up, James. A member of our team is reviewing your inquiry and will be following up shortly."
1944575,@Uber_Support Please fix this permanently. I'm trying to use Uber a lot to get to meetings on a work trip. This is exactly when I rely on @115873 most.,1944576,@578075 We're currently reviewing your email and will be in touch shortly. We appreciate your patience!
1944570,@Uber_Support Please hurry this is really frustrating. I've tried multiple cards.,1944568,"@578075 Thanks for following up, James. We have escalated your inquiry to the appropriate team who will be following up as soon as possible."
1944579,@Uber_Support I'm having problems with my payment method. I keep getting errors despite using different cards. What's the problem?,1944578,"@578075 Sorry for the delay, James. We're currently reviewing your email and will be in touch. We appreciate your patience!"
1944684,@Uber_Support link takng 2 my account page. I hd put in a service request 2 return d money which was promptly done but issues is of driver professionalism,1944683,@578100 Okay thanks for clarifying. Send us a DM with your email address/phone number so our team can follow up on this issue about your driver.
1944686,@Uber_Support I was charged for booking cancellation. Not sure why i am being given such drivers who are not professional in pickingup,1944685,@578100 Here to help! Please send us a note via https://t.co/h840Iouehc  so our team can connect.
1944852,@115873 I’ve been trying to figure out how to get a customer service representative for an hour and a half... #help,1944851,"@578137 Hi there! We're here to help. Let us know if you have any questions, or visit our help site at https://t.co/9zsMJKZ2dB for more info."
1944909,My Uber got hit by a Bentley this morning downtown..only me,1944908,@578151 We hope everyone is ok. Please DM us your email address so we can follow up immediately.
1944913,Before a @115873 driver cancels on me shouldn't they call me to see where I am?! I shouldn't be charged for that cancellation!!,1944912,@578153 Here to help! Send us a note here; https://t.co/h840Iouehc and our team will be able to assist!
1944916,"@115873 drivers seem to hustle you by pouring water on their seat, taking a pic &amp; charging you $70 for a cleaning fee. FUCK YOU UBER!",1944914,@578154 We can definitely take another look for you. Please DM us your account email address so we can better assist.
1944918,"@Uber_Support Account has been hacked, how can I freeze/remove associated card? I can't log on to the site to request support.",1944917,@578155 Let's look into this - DM us the email address connected with your account profile so we can assist you further.
1944942,@Uber_Support Here is the screenshot - got the problem now?  #UberIndia https://t.co/yoy7mMe8Ka,1944945,@578157 Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.
1944944,"@Uber_Support not able to pre-book for tomorrow morning - the app says ""error""",1944941,@578157 Sorry to hear about the trouble - please check out https://t.co/VYt9zqEmr3 for additional details regarding your inquiry.
1944947,".@115873 5 drivers cancelled a 20 minutes trip in a row.  
Kudos to your service on #Diwali",1944946,@578158 Sorry for the inconvenience! Send us a note via https://t.co/e8HVorX5rh so we can connect.
1944949,@Uber_Support WHAT THE FUCK IS HAPPENING,1944948,@574299 We followed up with you via DM.
1945103,@119983 @115873 Which category should I put this in? I had put it in 'I didn't take this trip'.,1945102,"@578190 Thanks for following up, Akarsh. We have received your inquiry and escalated it to the appropriate team who will be following up shortly."
1945262,@Uber_Support Not answering calls or texts despite ringing numerous times. Please help me get my phone back. I have all his details needed for contact.,1945264,@578225 Sorry to hear you're having trouble with this. Please have the account holder reach out to us via in-app support so we can follow up.
1945263,@Uber_Support Will report if he doesn't respond or someone else doesn't get in contact. I am 100% certain the phone was left in uber due to messages sent.,1945260,"@578225 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/oY5vj3NqP3 ."
1945267,@Uber_Support I left my phone in my uber Saturday night. Have been trying to contact the driver but to no avail and no one willing to help.,1945265,"@578225 Here to help! Follow up here; https://t.co/rOtqyWzf0B, and our team will connect right away."
1945438,@Uber_Support I cannot find a section in the app to send a note Regarding the problem,1945437,"@578262 Sorry to hear about the troubles, Prakhar. Please send us a note using https://t.co/balq3Eyso6 so we can take a closer look at this for you."
1945440,"@119983 @Uber_Support  
been in Chennai for the past 3 yrs keep getting cpn codes for Delhi,if i go to Delhi get no codes at all.",1945439,@578262 Here to help! Send us a note at https://t.co/F4gl61PcTq so our team can connect right away.
1945634,@Uber_Support hi guys! Do you have a contact number?,1945633,"@578299 At this moment, we don't offer phone support for these issues. Visit this link https://t.co/balq3Eyso6 so our team can assist."
1945996,Fam my uber driver just asked me if I was talking to my bf so I said yeah and he goes ‘have you done it yet?’ WHAAAAAAT THEEEE FUCKKKK,1945995,"@578358 Hey, Aleyna. We want to follow up with you right away, Send us a message via  https://t.co/WvWsSEOBU2. A member of our team will follow up."
1946069,@Uber_Support my mom has changed her mobile number and is unable to login... does she need to open a new account ?,1946068,"@118106 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/Md7v036OoC."
1946163,"@Uber_Support I've read it; Tried adding code to my account, but it said code has expired. But the email I got said I could apply it to ANY FUTURE ORDER.",1946165,@578394 Hi there! Please send us a note at https://t.co/iMxFJdr4fj and we'll be happy to look into this for you.
1946164,"@Uber_Support I rcvd a £5 promo for a late delivery in Sept for any future order, but didn't work on my order yesterday! It had expired!",1946162,"@578394 We're happy to help, Smit! For more information on this, click here; https://t.co/pxauChh7qW. Feel free to reach out with any questions."
1946170,@Uber_Support For Liverpool Uber Eats,1946169,"@228125 Hi there! At this moment, we don't offer phone support for these issues. Send us a DM with your email address and our team will follow up."
1946173,"@115877 absolutely gutted, just ordered a McDonald's and the driver drove off and put the order through as delivered......where's my food?",1946171,@228125 We're here to help! Send us a note at https://t.co/nFTc4ODH3P so we can assist.
1946405,@Uber_Support i hope u ppl wl take care of this.,1946404,@578442 Sorry for the delay. It seems a member of our team has reached out to you. Please check your email and follow up with them there.
1946407,"@Uber_Support already sent, please check. i did it through app",1946406,@578442 We're here to help! Send us a DM with your email address so we can connect.
1946409,"@Uber_Support @115873 in app its showing the charge of d trip is 440, but driver took 490?? why? if he took extra then how to get it back?",1946408,@578442 Here to help! Send us a note via https://t.co/zJ6aIZinzb so our team can connect.
1946465,"@Uber_Support Hi, I'd like to query a cancellation receipt you sent me. What's the best way to contact your London support team?",1946464,"@578453 At this moment, we don't offer phone support for these issues. We're sorry for any inconvenience. Visit this link https://t.co/balq3Eyso6."
1946475,Hey @Uber_Support why'd you give me a shitty-ass driver today? Do you hate me that much?,1946473,@578456 We're sorry to hear you've had a negative experience on  a trip. Sign in and visit us at https://t.co/hZwMZxiam9 so our team can follow up.
1944853,"@115873 My boyfriend left his phone in a uber yesterday &amp; didn’t know his password. We reset it, and now it wants the PIN number sent to the phone",1946489,"@578137 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/balq3Eyso6"
1946519,@Uber_Support just sent you a message!! Looking forward to your prompt response! #HappyMonday #Uber,1946518,"@578465 We're happy to help! For more information on this, click here; https://t.co/3h8wdQ4EJK. Feel free to reach out with any further questions."
1946531,@Uber_Support __email__,1946530,@459180 We did not locate any support messages with this email address. Please send us a DM with your phone number so we can further assist.
1946533,"@Uber_Support you are not resolving my simple problem. Forcing me to go to ola, every time I see same message on your app. Yor loss. Nt mine",1946532,@459180 Here to help. Please send us a DM with your account email address and details and we'll connect.
1946535,"@Uber_Support Thanks. Be good 2 hear back as that food was wasted as it wasn’t my order. I can send the receipt which has the order number on, wasn’t mine",1946534,"@578468 Thanks for following up, Wes. We have escalated your inquiry to the appropriate team who will be following up as soon as possible."
1946537,@Uber_Support just been delivered someone else’s food. What do I do! How do I get my order?,1946536,@578468 We apologize for the trouble! We're currently reviewing your email and will connect right away.
1946558,@Uber_Support Ok I have direct messaged. #🙁😞😟,1946560,"@125184 We just got back to you via DM, Shahan."
1946561,"@Uber_Support I have only one more day to use this Uber. If it is not success to add my paytm payment option, then the Uber Offer will be false. So Can I expect the solution in 3 hours? Thanks.",1946562,"@125184 We've made some minor adjustments to your account, Shahan. Please uninstall, then reinstall to refresh. Let us know if you have trouble."
1946563,@Uber_Support Payment added successfully 🙌🏻🙌🏻👍🏻 . Not sure about the offer discounts. Din get any notifications yet. Thanks. 👍🏻 appreciated if it is checked. Thanks.,1946565,@125184 Our team has recently responded via email. Please reply there if you have additional questions!
1946559,😢sad that I recharged @122951 for Rs 555 to get @115873 #kochi offer. And Uber CustomerCare says as attached. Mismatching can be solved. What’s system generated flag? Plz solve it IT GUYS https://t.co/fxhUXpEmaF,1946557,@125184 Sorry to hear you're having trouble. Send us a DM with the email address/phone number associated with your account so we can follow up.
1946570,@Uber_Support The response was usatisfactory.,1946568,"@578473 Sorry to hear you were not pleased with this resolution. However, we've confirmed on our end that the info you were provided is accurate."
1946572,@11590 @Uber_Support @119983 Can you pls tell me why you have shared me this code if it doesn't work in my account ?? https://t.co/hiHgp96MpX,1946571,@578473 It seems a member of our team has reached out to you. Please check your email and follow up with them there.
1946852,@115873 @Uber_Support Are you able to track via this email or need some more information,1946851,@578541 We were able to locate your in-app support inquiry. Send us a DM so we can explain this a little further for you.  https://t.co/sd7yH5jmbJ
1946853,1/2 Unethical thing hpnd Uber driver took cash despite of payment deducted from Uber credits.I paid without check app @115873 @Uber_Support,1946855,@578541 Sorry to hear about the troubles. Please DM us the email address linked to your Uber account so we can look into this for you.
1946871,Really upset with our @115873 driver gay shaming. He said what’s wrong with America- the real question is what’s wrong with him!?? 😡😔 not okay,1946870,@578545 Sorry to hear about that. Kindly send us a note here; https://t.co/fS660rQ8NQ and our team will get in touch to assist you further.
1946896,"@Uber_Support @132444 recently thr was an offer add 555 to paytm &amp; get upto 250 cashback max 50/ride
I did 2 rides didn't get cashback",1946894,"@578551 Happy to help, Aakash! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch."
1946965,@Uber_Support I've been having trouble contacting you guys via email can someone call me,1946964,"@148943 At this moment, we don't offer phone support for these issues. To assist you further, can you please send us a DM with your email address?"
1947029,@Uber_Support This is the driver (pic provided) https://t.co/mGesR1OxCD,1947032,"@578587 Happy to help, Katrina! Please send us a note to the previous link provided to better assist you."
1947030,@Uber_Support Can you please send me an email as the journey was booked on someone else’s account not my own. Thanks,1947028,"@578587 To ensure we can address this feedback appropriately, we suggest having the account holder reach out to us with the link provided. Thanks!"
1947036,@115873 disgusting service tonight by one of your drivers because we had a child with a car seat! https://t.co/maABHWkRHQ,1947035,@578587 We're here to help! Send us a note at https://t.co/fS660rQ8NQ so we can assist.
1947085,Worst @115873 driver ever...,1947084,@578597 Hi there! We're here to help. Can you please provide more details of what the specific issue is? From there we'll be able to assist further.
1947101,@115877 my girlfriend is calling me saying the guy who dropped off her order won't leave in front of her house. It's been over 40 minutes,1947100,@578601 We'd like to get in touch right away about this! Please DM us further with the account email and further details. https://t.co/sd7yH5jmbJ
1947345,"@Uber_Support ... It's money you owe ME not the other way round, please let me know when I can expect a refund.",1947347,"@578654 We're happy to follow up further, Urmi. Please be sure to get back to us via that in app support thread so we can take a closer look."
1947346,"@119983 @115873 In fact what you tell me is: just check next time?! Hello, that's an additional fee YOUR driver (and consequently YOU) shouldn't have taken!",1947343,"@578654 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/QnJthn5XxC"
1947491,"When your @115873 XL has four seats, so the drivers tells two people to ride in the trunk. #fail #customerservice #IWantLyft @115879 https://t.co/TtHgW8EigZ",1947489,"@578695 This doesn't sound right, Megan. We need to connect. DM the email address to your Uber account so we can follow up. https://t.co/sd7yH5jmbJ"
1947631,@Uber_Support I am SO DONE using your services.  This is the 2nd time I’ve received a $150 charge from a driver.  For No reason.,1947630,@578726 Hi there! We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.
1947682,@Uber_Support Made her feel very uncomfortable during the journey and asked inappropriate questions. Still waiting for uber response.. (2/2),1947680,"@578740 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/fS660rQ8NQ"
1947759,"@Uber_Support Hi, I replied but havent received an answer. Please advise.",1947758,"@578757 We want to look further into this with you, Adam! DM us the email linked to your Uber account so we can review. https://t.co/sd7yH5jmbJ"
1947761,"@115877 hey, just received my order. Food was late (30 mins+ late) and both burger and wings were cold. Disappointed",1947760,@578757 Here to help! Send us a note at https://t.co/aZ6KtysCDl so our team can connect.
1947790,"@Uber_Support hey guys just sent a message about a lost item, hope you can help",1947789,"@578763 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/rOtqyWzf0B."
1947973,"@133311 First of all, I didn't 'REFUSE'to pay for anything.
In fact, I gave your damn driver R15 more than I was supposed to",1947972,@578798 Happy to help. Can you DM us your email address associated with your Uber account and the details of this issue so we can follow up?
1947987,@Uber_Support Her email is __email__ can you reach out to her? She can’t log into uber from work but she can access her email on her computer,1947989,"@578802 Unfortunately, she will need to write in to support. We will follow up, Thank you."
1947990,@Uber_Support You guys aren’t making this easy. Can’t log into Twitter from work computer and phone is clearly not accessible due to it being in an uber.,1947991,@578802 Sorry to hear about the trouble. Please have the account holder send us a note at https://t.co/BDlHSjUF9c so we can look into this further.
1947988,@Uber_Support My wife’s phone was left in an Uber. When we try to sign into her Uber account it send code to lost phone. Please help ASAP,1947986,"@578802 Due to our privacy policy, we will have to speak directly to the account holder. Please have the account holder to DM us her email address."
1948215,"@Uber_Support Yes, I know.  I am not satisfied with the response.  That is why I contacted you AGAIN on Twitter.",1948217,@204378 Happy to take another look into this! Please send us a DM so we can connect further on this. https://t.co/sd7yH5jmbJ
1948216,@Uber_Support Not happy at all. Reached out for support because of trip charge (You had the wrong location) and Support person did not 1/2,1948214,@204378 Hi there! It appears that our team has followed up with you via email regarding this matter. Please follow up with them there.
1948262,"@Uber_Support Here comes another reply, read complaint at least. https://t.co/Pg2d3Perzo",1948261,"@295171 Let's take a closer look into this for you, Vipin. DM the email address to your Uber account so we can connect. https://t.co/sd7yH5jmbJ"
1948325,@115873 I'm guessing my Uber driver with a tfl licence isn't licensed in Southampton... As he doesn't have the correct carriage licence??,1948323,@578865 We're here to help! Please fill out the bottom of this page: https://t.co/SjsQQ8ofRq and one of our team will be in touch with you.
1948335,"@Uber_Support Thanks, but doesn't really help. I want to keep push notifications in the Uber app when I ride, but don't need all the commute requests",1948337,"@578870 Happy to help, Conrad! Please DM us the email linked to your Uber account so we can look into this further for you. https://t.co/sd7yH5jmbJ"
1948336,@Uber_Support Double notifications from Uber and Uber Driver for commute requests. How can I turn off Uber and keep Driver notifications? https://t.co/ljNrGYeaEO,1948334,"@578870 Thanks for getting in touch, Conrad. You can learn more about managing your SMS and email notifications here https://t.co/TsUMCmplvi."
